,body_type,co2Emissions,condition,doors,engine_size,isTradeSeller,make,manufactured_year,mileage,model,price,seats,transmission,location
2582,Hatchback,159,Used,5.0,2.0,True,Ford,2018.0,26317,Focus,17500.0,5.0,Manual,Birmingham
2585,Hatchback,116,Used,5.0,1.5,True,Toyota,2019.0,5148,Yaris,10999.0,5.0,Manual,Birmingham
2586,Saloon,175,Used,4.0,3.0,True,Audi,2018.0,22000,A8,35000.0,5.0,Automatic,Birmingham
2587,Hatchback,109,Used,5.0,1.2,True,Peugeot,2018.0,25000,208,8795.0,5.0,Manual,Birmingham
2588,Hatchback,116,Used,5.0,1.5,True,Toyota,2019.0,8547,Yaris,10999.0,5.0,Manual,Birmingham
2589,Hatchback,115,Nearly New,5.0,1.2,True,Mitsubishi,2019.0,4401,Mirage,9490.0,5.0,Manual,Birmingham
2591,Hatchback,97,Used,5.0,1.0,True,Ford,2018.0,30449,Fiesta,9700.0,5.0,Manual,Birmingham
2596,Hatchback,110,Used,5.0,1.0,True,Ford,2018.0,8363,Fiesta,10500.0,5.0,Manual,Birmingham
2597,Hatchback,110,Used,5.0,1.0,True,Ford,2018.0,25367,Fiesta,10500.0,5.0,Manual,Birmingham
2598,Hatchback,97,Used,5.0,1.0,True,Ford,2018.0,19153,Fiesta,10800.0,5.0,Manual,Birmingham
2599,Hatchback,118,Used,5.0,0.9,True,Nissan,2018.0,5671,Micra,9995.0,5.0,Manual,Birmingham
2600,Hatchback,126,Used,5.0,1.2,True,Hyundai,2018.0,25516,i20,10000.0,5.0,Manual,Birmingham
2601,Hatchback,110,Used,5.0,1.0,True,Ford,2018.0,31997,Fiesta,10308.0,5.0,Manual,Birmingham
2602,Hatchback,97,Used,5.0,1.0,True,Ford,2018.0,17076,Fiesta,9995.0,5.0,Manual,Birmingham
2603,Hatchback,85,Nearly New,5.0,1.0,True,Peugeot,2019.0,10,108,9541.0,4.0,Manual,Birmingham
2604,Hatchback,116,Used,5.0,1.5,True,Toyota,2019.0,8044,Yaris,10999.0,5.0,Manual,Birmingham
2605,SUV,135,Used,5.0,1.2,True,Toyota,2019.0,13000,C-HR,12995.0,5.0,Manual,Birmingham
2606,Estate,132,Nearly New,5.0,1.6,True,Peugeot,2019.0,5934,508 SW,25790.0,5.0,Automatic,Birmingham
2607,Hatchback,159,Used,5.0,2.0,True,Ford,2018.0,12130,Focus,19000.0,5.0,Manual,Birmingham
2609,Hatchback,85,Nearly New,5.0,1.0,True,Peugeot,2019.0,10,108,9541.0,4.0,Manual,Birmingham
2610,Hatchback,110,Used,5.0,1.0,True,Volkswagen,2018.0,13296,Polo,11990.0,5.0,Manual,Birmingham
2611,Hatchback,134,Nearly New,5.0,1.5,True,Volkswagen,2020.0,100,Golf,27500.0,5.0,Automatic,Birmingham
2612,Hatchback,141,Used,5.0,2.0,True,Mercedes-Benz,2019.0,12200,A Class,21500.0,5.0,Automatic,Birmingham
2613,Hatchback,116,Used,5.0,1.5,True,Toyota,2019.0,7356,Yaris,10999.0,5.0,Manual,Birmingham
2614,Hatchback,116,Used,5.0,1.5,True,Toyota,2019.0,11660,Yaris,10799.0,5.0,Manual,Birmingham
2615,Coupe,128,Used,4.0,1.6,True,Mercedes-Benz,2018.0,11578,CLA Class,18998.0,5.0,Manual,Birmingham
2617,Hatchback,97,Used,5.0,1.0,True,Ford,2018.0,34938,Fiesta,11018.0,5.0,Manual,Birmingham
2619,Hatchback,128,Used,3.0,1.4,False,Vauxhall,2019.0,9652,Corsa,10506.0,5.0,Manual,Birmingham
2620,Hatchback,110,Used,5.0,1.0,True,Ford,2018.0,15000,Fiesta,11000.0,5.0,Manual,Birmingham
2621,Hatchback,116,Used,5.0,1.5,True,Toyota,2019.0,9703,Yaris,10999.0,5.0,Manual,Birmingham
2622,Hatchback,97,Used,5.0,1.0,True,Ford,2018.0,13820,Fiesta,11500.0,5.0,Manual,Birmingham
2623,Hatchback,110,Used,5.0,1.2,True,Peugeot,2018.0,5699,208,10485.0,5.0,Manual,Birmingham
2624,Hatchback,130,Used,5.0,1.4,True,Vauxhall,2019.0,13766,Corsa,10900.0,5.0,Manual,Birmingham
2625,Hatchback,110,Used,5.0,1.0,True,Ford,2018.0,8363,Fiesta,10500.0,5.0,Manual,Birmingham
2628,Hatchback,116,Used,5.0,1.5,True,Toyota,2019.0,7882,Yaris,10999.0,5.0,Manual,Birmingham
2630,Hatchback,118,Used,5.0,0.9,True,Nissan,2018.0,6854,Micra,11100.0,5.0,Manual,Birmingham
2631,Hatchback,110,Used,5.0,1.0,True,Ford,2018.0,17971,Fiesta,11200.0,5.0,Manual,Birmingham
2632,Hatchback,97,Used,5.0,1.0,True,Ford,2018.0,31701,Fiesta,11186.0,5.0,Manual,Birmingham
2633,Hatchback,118,Used,5.0,0.9,True,Nissan,2018.0,1501,Micra,10995.0,5.0,Manual,Birmingham
2634,Hatchback,110,Used,5.0,1.0,True,Ford,2018.0,2729,Fiesta,11500.0,5.0,Manual,Birmingham
2635,Hatchback,106,Used,3.0,1.0,True,Ford,2018.0,10213,Fiesta,11400.0,5.0,Manual,Birmingham
2636,SUV,164,Used,5.0,1.5,True,Ford,2018.0,21930,Kuga,18200.0,5.0,Manual,Birmingham
2637,Hatchback,85,Nearly New,5.0,1.0,True,Peugeot,2019.0,10,108,9541.0,4.0,Manual,Birmingham
2638,Hatchback,116,Used,5.0,1.5,True,Toyota,2019.0,8044,Yaris,10999.0,5.0,Manual,Birmingham
2639,SUV,128,Used,5.0,1.2,True,Nissan,2018.0,10868,Juke,10995.0,5.0,Manual,Birmingham
2640,Hatchback,106,Used,3.0,1.0,True,Ford,2018.0,19891,Fiesta,11500.0,5.0,Manual,Birmingham
2641,Hatchback,97,Used,5.0,1.0,True,Ford,2018.0,11053,Fiesta,11500.0,5.0,Manual,Birmingham
2642,Hatchback,98,Used,5.0,1.0,True,Ford,2018.0,33291,Fiesta,11300.0,5.0,Manual,Birmingham
2643,Hatchback,108,Used,5.0,1.0,True,Ford,2018.0,14917,Focus,12000.0,5.0,Manual,Birmingham
2644,Hatchback,106,Used,5.0,1.2,True,Peugeot,2018.0,4167,208,11625.0,5.0,Manual,Birmingham
2645,Hatchback,97,Used,5.0,1.0,True,Ford,2018.0,12836,Fiesta,11600.0,5.0,Manual,Birmingham
2646,Hatchback,159,Used,5.0,2.0,True,Ford,2018.0,12130,Focus,19000.0,5.0,Manual,Birmingham
2647,Hatchback,106,Used,5.0,1.2,True,Peugeot,2019.0,3455,208,11650.0,5.0,Manual,Birmingham
2648,Hatchback,98,Used,5.0,1.0,True,Ford,2018.0,29951,Fiesta,11900.0,5.0,Manual,Birmingham
2649,Hatchback,112,Used,5.0,1.0,True,Ford,2018.0,13000,Focus,12000.0,5.0,Manual,Birmingham
2650,Hatchback,105,Used,5.0,1.0,True,Ford,2018.0,17225,Focus,12000.0,5.0,Manual,Birmingham
2651,Hatchback,116,Used,5.0,1.5,True,Toyota,2019.0,8039,Yaris,10999.0,5.0,Manual,Birmingham
2652,Hatchback,110,Used,5.0,1.0,True,Ford,2018.0,7500,Fiesta,11800.0,5.0,Manual,Birmingham
2653,SUV,128,Used,5.0,1.2,True,Nissan,2018.0,10074,Juke,11495.0,5.0,Manual,Birmingham
2654,Hatchback,106,Used,5.0,1.2,True,Peugeot,2018.0,5197,208,11560.0,5.0,Manual,Birmingham
2655,Hatchback,85,Nearly New,5.0,1.0,True,Peugeot,2019.0,10,108,9541.0,4.0,Manual,Birmingham
2656,Hatchback,116,Used,5.0,1.5,True,Toyota,2019.0,9703,Yaris,10999.0,5.0,Manual,Birmingham
2657,SUV,114,Used,5.0,1.2,True,Peugeot,2019.0,12779,2008,12208.0,5.0,Manual,Birmingham
2658,Hatchback,97,Used,5.0,1.0,True,Ford,2018.0,14380,Fiesta,12700.0,5.0,Manual,Birmingham
2659,SUV,114,Used,5.0,1.2,True,Peugeot,2019.0,13046,2008,11939.0,5.0,Manual,Birmingham
2660,SUV,114,Used,5.0,1.2,True,Peugeot,2019.0,10330,2008,12295.0,5.0,Manual,Birmingham
2661,SUV,140,Used,5.0,1.4,True,Vauxhall,2018.0,12232,Mokka X,11695.0,5.0,Manual,Birmingham
2662,SUV,162,Used,5.0,1.4,True,Vauxhall,2018.0,20349,Mokka X,13500.0,5.0,Automatic,Birmingham
2663,Hatchback,105,Used,5.0,1.0,True,SEAT,2018.0,7277,Ibiza,11990.0,5.0,Manual,Birmingham
2664,Hatchback,112,Used,5.0,1.0,True,Ford,2018.0,27258,Focus,12500.0,5.0,Manual,Birmingham
2665,Hatchback,110,Used,5.0,1.0,True,Ford,2018.0,14881,Fiesta,12500.0,5.0,Manual,Birmingham
2666,Hatchback,110,Used,5.0,1.0,True,Ford,2018.0,9674,Fiesta,12600.0,5.0,Manual,Birmingham
2667,Hatchback,110,Used,5.0,1.0,True,Ford,2018.0,7026,Fiesta,12750.0,5.0,Manual,Birmingham
2668,Hatchback,111,Used,5.0,1.0,True,Ford,2018.0,15405,Fiesta,13000.0,5.0,Manual,Birmingham
2669,Hatchback,112,Used,5.0,1.0,True,Ford,2018.0,12686,Focus,13700.0,5.0,Manual,Birmingham
2670,SUV,150,Nearly New,5.0,1.4,True,Vauxhall,2019.0,8526,Mokka X,14490.0,5.0,Manual,Birmingham
2671,Hatchback,119,Used,5.0,1.2,True,Peugeot,2018.0,5323,308,13995.0,5.0,Manual,Birmingham
2672,SUV,118,Used,5.0,1.2,True,Peugeot,2019.0,12349,2008,13995.0,5.0,Manual,Birmingham
2674,Hatchback,102,Used,5.0,1.0,True,Ford,2018.0,8419,Fiesta,13100.0,5.0,Manual,Birmingham
2675,SUV,119,Used,5.0,1.0,True,Ford,2018.0,14544,EcoSport,14500.0,5.0,Manual,Birmingham
2676,SUV,118,Used,5.0,1.2,True,Peugeot,2019.0,7167,2008,12995.0,5.0,Manual,Birmingham
2677,SUV,160,Nearly New,5.0,1.5,True,Ford,2019.0,8913,Kuga,18500.0,5.0,Manual,Birmingham
2678,SUV,125,Used,5.0,1.0,True,Ford,2018.0,11852,EcoSport,13495.0,5.0,Manual,Birmingham
2679,Hatchback,116,Used,5.0,1.5,True,Toyota,2019.0,8547,Yaris,10999.0,5.0,Manual,Birmingham
2680,SUV,166,Used,5.0,1.0,True,MG,2018.0,10501,MG ZS,12995.0,5.0,Automatic,Birmingham
2681,SUV,155,Nearly New,5.0,1.5,True,MG,2020.0,1,MG ZS,14495.0,5.0,Manual,Birmingham
2682,Hatchback,116,Used,5.0,1.5,True,Toyota,2019.0,8044,Yaris,10999.0,5.0,Manual,Birmingham
2683,SUV,119,Used,5.0,1.0,True,Ford,2018.0,9500,EcoSport,15500.0,5.0,Manual,Birmingham
2684,SUV,147,Used,5.0,1.6,True,Kia,2018.0,11330,Sportage,15634.0,5.0,Manual,Birmingham
2685,SUV,155,Nearly New,5.0,1.5,True,MG,2020.0,1,MG ZS,14495.0,5.0,Manual,Birmingham
2686,SUV,162,Used,5.0,1.4,True,Vauxhall,2018.0,20349,Mokka X,13500.0,5.0,Automatic,Birmingham
2687,Hatchback,107,Used,5.0,1.0,True,Ford,2019.0,9379,Focus,15800.0,5.0,Manual,Birmingham
2688,Hatchback,135,Nearly New,5.0,1.0,True,Kia,2019.0,1725,Ceed,15130.0,5.0,Manual,Birmingham
2689,SUV,119,Used,5.0,1.0,True,Ford,2018.0,3753,EcoSport,14500.0,5.0,Manual,Birmingham
2690,SUV,147,Used,5.0,1.6,True,Kia,2018.0,18990,Sportage,15364.0,5.0,Manual,Birmingham
2691,Hatchback,116,Used,5.0,1.5,True,Toyota,2019.0,9703,Yaris,10999.0,5.0,Manual,Birmingham
2692,Hatchback,107,Used,5.0,1.0,True,Ford,2018.0,15918,Focus,15000.0,5.0,Manual,Birmingham
2693,SUV,155,Nearly New,5.0,1.5,True,MG,2020.0,1,MG ZS,14495.0,5.0,Manual,Birmingham
2694,Hatchback,112,Used,5.0,1.0,True,Ford,2018.0,17006,Focus,12650.0,5.0,Manual,Birmingham
2695,SUV,110,Used,5.0,1.2,True,Peugeot,2018.0,9140,2008,12996.0,5.0,Automatic,Birmingham
2696,SUV,162,Used,5.0,1.4,True,Vauxhall,2018.0,20349,Mokka X,13500.0,5.0,Automatic,Birmingham
2697,Hatchback,85,Nearly New,5.0,1.0,True,Peugeot,2019.0,10,108,9541.0,4.0,Manual,Birmingham
2698,Hatchback,150,Nearly New,5.0,1.3,True,Renault,2019.0,3311,Megane,15250.0,5.0,Manual,Birmingham
2699,Hatchback,133,Used,5.0,1.5,True,SEAT,2019.0,11967,Leon,11799.0,5.0,Manual,Birmingham
2700,Hatchback,112,Used,5.0,1.4,True,Vauxhall,2019.0,7221,Corsa,9999.0,5.0,Automatic,Birmingham
2701,SUV,157,Used,5.0,1.6,True,Nissan,2019.0,13075,Juke,11300.0,5.0,Manual,Birmingham
2702,Hatchback,149,Nearly New,5.0,2.0,True,SEAT,2020.0,577,Leon,27000.0,5.0,Automatic,Birmingham
2703,Hatchback,118,Used,3.0,1.4,True,Vauxhall,2018.0,13540,Corsa,7599.0,5.0,Manual,Birmingham
2704,Hatchback,124,Used,3.0,1.5,True,MINI,2019.0,6511,Hatch,16250.0,4.0,Manual,Birmingham
2705,SUV,148,Used,5.0,1.6,True,Mercedes-Benz,2018.0,17943,GLA Class,21498.0,5.0,Automatic,Birmingham
2706,Hatchback,116,Used,5.0,1.5,True,Toyota,2019.0,7882,Yaris,10999.0,5.0,Manual,Birmingham
2707,SUV,205,Used,5.0,1.5,True,Ford,2019.0,8897,Kuga,21000.0,5.0,Automatic,Birmingham
2708,SUV,118,Used,5.0,1.2,True,Peugeot,2019.0,18707,3008,18995.0,5.0,Manual,Birmingham
2709,Hatchback,110,Used,5.0,1.0,True,Ford,2018.0,8363,Fiesta,10500.0,5.0,Manual,Birmingham
2710,SUV,145,Used,5.0,1.5,True,Ford,2018.0,13843,Kuga,17100.0,5.0,Manual,Birmingham
2711,SUV,130,Used,5.0,1.3,True,Nissan,2018.0,7578,Qashqai,18995.0,5.0,Manual,Birmingham
2712,SUV,129,Used,5.0,1.2,True,Nissan,2018.0,6800,Qashqai,17995.0,5.0,Manual,Birmingham
2713,SUV,130,Nearly New,5.0,1.3,True,Nissan,2019.0,5000,Qashqai,18995.0,5.0,Manual,Birmingham
2714,SUV,164,Used,5.0,1.5,True,Ford,2018.0,21930,Kuga,18200.0,5.0,Manual,Birmingham
2715,Hatchback,116,Used,5.0,1.5,True,Toyota,2019.0,9703,Yaris,10999.0,5.0,Manual,Birmingham
2716,Hatchback,136,Used,5.0,1.5,True,Ford,2018.0,10026,Fiesta,16500.0,5.0,Manual,Birmingham
2718,SUV,119,Used,5.0,1.0,True,Ford,2019.0,5044,EcoSport,16900.0,5.0,Manual,Birmingham
2719,Hatchback,116,Used,5.0,1.5,True,Toyota,2019.0,5148,Yaris,10999.0,5.0,Manual,Birmingham
2720,Hatchback,114,Used,5.0,1.2,True,Ford,2018.0,15472,Ka+,6990.0,5.0,Manual,Birmingham
2721,Hatchback,120,Used,3.0,1.4,True,Vauxhall,2018.0,16000,Corsa,7299.0,5.0,Manual,Birmingham
2722,Hatchback,116,Used,5.0,1.0,True,Ford,2018.0,7000,Fiesta,12490.0,5.0,Manual,Birmingham
2723,Hatchback,99,Used,5.0,1.2,True,Peugeot,2018.0,15000,108,4995.0,4.0,Manual,Birmingham
2724,Hatchback,120,Used,3.0,1.4,True,Vauxhall,2018.0,12250,Corsa,8999.0,5.0,Manual,Birmingham
2725,Hatchback,106,Used,5.0,1.0,True,Volkswagen,2018.0,15000,Polo,6790.0,5.0,Manual,Birmingham
2726,SUV,196,Nearly New,5.0,1.5,True,Mitsubishi,2020.0,1430,Eclipse Cross,25890.0,5.0,Automatic,Birmingham
2727,Hatchback,117,Used,3.0,1.4,True,Audi,2018.0,22000,A1,14250.0,4.0,Manual,Birmingham
2728,Hatchback,111,Used,5.0,1.0,True,SKODA,2018.0,8478,Fabia,5495.0,5.0,Manual,Birmingham
2729,SUV,125,Used,5.0,1.0,True,Hyundai,2018.0,36384,Kona,11498.0,5.0,Manual,Birmingham
2730,SUV,162,Used,5.0,1.4,True,Vauxhall,2018.0,20349,Mokka X,13500.0,5.0,Automatic,Birmingham
2731,Hatchback,116,Used,5.0,1.5,True,Toyota,2019.0,11660,Yaris,10799.0,5.0,Manual,Birmingham
2732,Hatchback,116,Used,5.0,1.5,True,Toyota,2019.0,5148,Yaris,10999.0,5.0,Manual,Birmingham
2733,Hatchback,101,Used,5.0,1.0,True,SKODA,2018.0,12901,Fabia,10290.0,5.0,Manual,Birmingham
2734,Hatchback,116,Used,3.0,1.2,True,Fiat,2018.0,11394,500,7799.0,4.0,Manual,Birmingham
2736,Hatchback,139,Used,3.0,1.4,True,Abarth,2018.0,6000,595,10495.0,4.0,Manual,Birmingham
2737,Hatchback,116,Used,5.0,1.5,True,Toyota,2019.0,7356,Yaris,10999.0,5.0,Manual,Birmingham
2738,Hatchback,97,Used,5.0,1.0,True,Ford,2018.0,19153,Fiesta,10800.0,5.0,Manual,Birmingham
2739,Hatchback,110,Used,3.0,1.0,True,Volkswagen,2018.0,17100,up!,11989.0,4.0,Manual,Birmingham
2740,MPV,131,Used,5.0,1.0,True,Ford,2018.0,10703,C-Max,10995.0,5.0,Manual,Birmingham
2741,Hatchback,108,Used,3.0,1.0,True,Ford,2018.0,5505,Fiesta,11500.0,5.0,Manual,Birmingham
2743,Hatchback,93,Used,5.0,1.0,True,Peugeot,2018.0,7278,108,4450.0,4.0,Manual,Birmingham
2745,Hatchback,133,Nearly New,3.0,1.5,True,MINI,2019.0,3500,Hatch,10989.0,4.0,Automatic,Birmingham
2746,Hatchback,114,Used,3.0,1.2,True,Fiat,2019.0,8083,500,8499.0,4.0,Manual,Birmingham
2747,Hatchback,132,Nearly New,5.0,1.4,True,Fiat,2019.0,4281,Tipo,9900.0,5.0,Manual,Birmingham
2748,Hatchback,95,Used,5.0,1.0,True,Volkswagen,2018.0,3200,up!,4495.0,4.0,Manual,Birmingham
2749,Hatchback,128,Used,5.0,1.4,True,Vauxhall,2018.0,16000,Corsa,5500.0,5.0,Manual,Birmingham
2750,Hatchback,108,Used,5.0,1.0,True,Volkswagen,2018.0,8000,Polo,7150.0,5.0,Manual,Birmingham
2752,Hatchback,124,Used,3.0,1.2,True,Fiat,2018.0,19146,500,6856.0,4.0,Manual,Birmingham
2753,Hatchback,107,Used,5.0,1.2,True,Peugeot,2018.0,20000,308,7995.0,5.0,Manual,Birmingham
2754,Hatchback,108,Used,3.0,1.0,True,Ford,2018.0,32387,Fiesta,10498.0,5.0,Manual,Birmingham
2755,Hatchback,112,Used,5.0,1.0,True,Ford,2018.0,11829,Focus,11750.0,5.0,Manual,Birmingham
2756,SUV,183,Used,5.0,1.6,True,Kia,2018.0,8243,Sportage,10500.0,5.0,Manual,Birmingham
2757,Hatchback,110,Used,5.0,1.0,True,Ford,2018.0,8363,Fiesta,10500.0,5.0,Manual,Birmingham
2758,SUV,147,Used,5.0,1.6,True,Kia,2018.0,16638,Sportage,12385.0,5.0,Manual,Birmingham
2759,Hatchback,101,Used,5.0,1.0,True,SKODA,2018.0,24000,Fabia,6500.0,5.0,Manual,Birmingham
2760,Hatchback,131,Used,5.0,1.4,True,Vauxhall,2018.0,28197,Corsa,7350.0,5.0,Manual,Birmingham
2761,Hatchback,127,Used,5.0,1.4,True,Vauxhall,2018.0,16051,Astra,7095.0,5.0,Manual,Birmingham
2762,Hatchback,116,Used,5.0,1.5,True,Toyota,2019.0,9703,Yaris,10999.0,5.0,Manual,Birmingham
2763,Hatchback,110,Used,5.0,1.2,True,Peugeot,2018.0,6000,208,6500.0,5.0,Manual,Birmingham
2764,Hatchback,115,Used,5.0,1.0,True,Hyundai,2018.0,22541,i30,9998.0,5.0,Manual,Birmingham
2765,Hatchback,131,Used,5.0,1.4,True,Vauxhall,2018.0,7671,Corsa,8999.0,5.0,Manual,Birmingham
2766,Hatchback,158,Nearly New,5.0,1.4,True,Fiat,2019.0,2500,Tipo,11995.0,5.0,Manual,Birmingham
2767,Hatchback,117,Used,5.0,1.0,True,Hyundai,2018.0,6882,i10,6999.0,5.0,Manual,Birmingham
2768,Hatchback,116,Used,5.0,1.5,True,Toyota,2019.0,7882,Yaris,10999.0,5.0,Manual,Birmingham
2770,Hatchback,105,Used,5.0,0.9,True,Renault,2018.0,12000,Clio,5995.0,5.0,Manual,Birmingham
2771,Hatchback,106,Used,5.0,1.0,True,Ford,2019.0,13,Fiesta,11690.0,5.0,Manual,Birmingham
2772,Hatchback,139,Used,5.0,1.4,True,Fiat,2018.0,4500,Tipo,8995.0,5.0,Manual,Birmingham
2773,Hatchback,108,Nearly New,5.0,1.0,True,Ford,2019.0,9000,Fiesta,12500.0,5.0,Manual,Birmingham
2774,Hatchback,117,Used,5.0,1.0,True,Dacia,2018.0,1226,Sandero,3850.0,5.0,Manual,Birmingham
2775,Hatchback,116,Used,5.0,1.5,True,Toyota,2019.0,8039,Yaris,10999.0,5.0,Manual,Birmingham
2776,Hatchback,159,Used,5.0,2.0,True,Ford,2018.0,46286,Focus,15790.0,5.0,Manual,Birmingham
2777,Estate,109,Used,5.0,1.0,True,SEAT,2019.0,13041,Leon,10998.0,5.0,Manual,Birmingham
2778,Hatchback,104,Used,5.0,1.0,True,Volkswagen,2019.0,10000,Polo,11490.0,5.0,Manual,Birmingham
2779,Hatchback,119,Used,5.0,1.3,True,Honda,2019.0,7000,Jazz,7995.0,5.0,Manual,Birmingham
2780,SUV,121,Used,5.0,1.2,True,Vauxhall,2019.0,6300,Grandland X,10450.0,5.0,Automatic,Birmingham
2781,Hatchback,116,Used,5.0,1.5,True,Toyota,2019.0,7356,Yaris,10999.0,5.0,Manual,Birmingham
2782,Hatchback,136,Used,3.0,1.5,True,Ford,2018.0,11000,Fiesta,15995.0,5.0,Manual,Birmingham
2783,Hatchback,107,Used,5.0,1.0,True,Ford,2018.0,15918,Focus,15000.0,5.0,Manual,Birmingham
2784,SUV,160,Nearly New,5.0,1.5,True,Ford,2019.0,8913,Kuga,18500.0,5.0,Manual,Birmingham
2785,Hatchback,123,Used,5.0,1.2,True,Peugeot,2019.0,15275,308,11974.0,5.0,Automatic,Birmingham
2786,Hatchback,158,Nearly New,5.0,2.0,True,Audi,2019.0,2750,A1,19995.0,5.0,Automatic,Birmingham
2787,Hatchback,93,Used,5.0,1.0,True,Toyota,2019.0,6245,AYGO,7999.0,4.0,Manual,Birmingham
2788,Hatchback,116,Used,5.0,1.5,True,Toyota,2019.0,11660,Yaris,10799.0,5.0,Manual,Birmingham
2789,SUV,132,Used,5.0,1.2,True,Renault,2018.0,19750,Kadjar,9000.0,5.0,Manual,Birmingham
2790,Hatchback,131,Used,5.0,1.4,True,Vauxhall,2018.0,18200,Corsa,7999.0,5.0,Manual,Birmingham
2791,SUV,166,Used,5.0,1.0,True,MG,2018.0,3300,MG ZS,11985.0,5.0,Automatic,Birmingham
2792,Hatchback,107,Used,5.0,1.0,True,SKODA,2019.0,6775,Fabia,12390.0,5.0,Manual,Birmingham
2793,Hatchback,117,Used,5.0,1.0,True,Hyundai,2018.0,1580,i10,7895.0,5.0,Manual,Birmingham
2794,Hatchback,108,Used,3.0,1.0,True,Ford,2019.0,3425,Fiesta,12890.0,5.0,Manual,Birmingham
2795,Hatchback,116,Used,5.0,1.5,True,Toyota,2019.0,5148,Yaris,10999.0,5.0,Manual,Birmingham
2796,Hatchback,113,Used,5.0,0.9,True,Renault,2019.0,11042,Clio,9200.0,5.0,Manual,Birmingham
2797,SUV,162,Used,5.0,1.6,True,Hyundai,2019.0,15371,Tucson,14491.0,5.0,Manual,Birmingham
2799,Hatchback,136,Used,3.0,1.5,True,Ford,2019.0,12750,Fiesta,17495.0,5.0,Manual,Birmingham
2800,Hatchback,130,Used,5.0,1.2,True,Hyundai,2019.0,17074,i20,9191.0,5.0,Manual,Birmingham
2801,SUV,114,Used,5.0,0.9,True,Renault,2018.0,32683,Captur,9825.0,5.0,Manual,Birmingham
2802,SUV,160,Nearly New,5.0,1.5,True,Ford,2019.0,8913,Kuga,18500.0,5.0,Manual,Birmingham
2803,Hatchback,85,Nearly New,5.0,1.0,True,Peugeot,2019.0,10,108,9541.0,4.0,Manual,Birmingham
2804,Hatchback,116,Used,5.0,1.5,True,Toyota,2019.0,7882,Yaris,10999.0,5.0,Manual,Birmingham
2805,Hatchback,97,Used,3.0,1.0,True,SKODA,2018.0,14944,Citigo,7895.0,4.0,Manual,Birmingham
2806,Hatchback,128,Used,5.0,1.4,True,Vauxhall,2019.0,13000,Corsa,5990.0,5.0,Manual,Birmingham
2807,Hatchback,110,Used,5.0,1.0,True,Honda,2018.0,21000,Civic,9490.0,5.0,Manual,Birmingham
2809,SUV,114,Used,5.0,1.2,True,Peugeot,2018.0,16000,2008,6990.0,5.0,Manual,Birmingham
2810,SUV,162,Used,5.0,1.6,True,Hyundai,2019.0,14982,Tucson,14491.0,5.0,Manual,Birmingham
2811,Hatchback,159,Used,5.0,2.0,True,Ford,2018.0,12130,Focus,19000.0,5.0,Manual,Birmingham
2813,Hatchback,139,Nearly New,5.0,1.0,True,Volkswagen,2019.0,6000,Polo,11990.0,5.0,Automatic,Birmingham
2814,Hatchback,144,Used,3.0,2.0,True,Volkswagen,2018.0,19500,Golf,21495.0,5.0,Automatic,Birmingham
2815,Hatchback,116,Used,5.0,1.5,True,Toyota,2019.0,9703,Yaris,10999.0,5.0,Manual,Birmingham
2816,SUV,137,Used,5.0,2.0,True,Mazda,2018.0,35400,CX-3,11450.0,5.0,Manual,Birmingham
2817,Hatchback,118,Used,3.0,1.4,True,Vauxhall,2018.0,35302,Corsa,6999.0,5.0,Manual,Birmingham
2818,SUV,120,Used,5.0,1.0,True,Suzuki,2019.0,4225,SX4 S-Cross,11493.0,5.0,Manual,Birmingham
2819,Hatchback,101,Used,5.0,1.0,True,SKODA,2018.0,43985,Citigo,6295.0,4.0,Manual,Birmingham
2820,Hatchback,116,Used,5.0,1.5,True,Toyota,2019.0,8039,Yaris,10999.0,5.0,Manual,Birmingham
2821,Hatchback,127,Used,5.0,1.5,True,Ford,2018.0,22786,Focus,13190.0,5.0,Manual,Birmingham
2822,Hatchback,124,Used,3.0,1.2,True,Fiat,2019.0,12942,500,8966.0,4.0,Manual,Birmingham
2824,SUV,129,Used,5.0,1.2,True,Nissan,2018.0,33516,Qashqai,13298.0,5.0,Manual,Birmingham
2825,Estate,156,Used,5.0,2.5,True,Mazda,2018.0,11683,Mazda6,17999.0,5.0,Automatic,Birmingham
2826,Hatchback,106,Used,5.0,1.0,True,SEAT,2018.0,75700,Toledo,5995.0,5.0,Manual,Birmingham
2827,SUV,122,Used,5.0,0.9,True,Renault,2018.0,10477,Captur,7995.0,5.0,Manual,Birmingham
2828,Hatchback,128,Used,5.0,1.2,True,Citroen,2019.0,7707,C4 Cactus,10498.0,5.0,Manual,Birmingham
2829,Hatchback,116,Used,5.0,1.5,True,Toyota,2019.0,8039,Yaris,10999.0,5.0,Manual,Birmingham
2830,Hatchback,108,Used,5.0,1.0,True,Volkswagen,2018.0,5940,Polo,11490.0,5.0,Manual,Birmingham
2831,Hatchback,109,Used,5.0,1.0,True,Volkswagen,2019.0,15689,Golf,14698.0,5.0,Manual,Birmingham
2832,Hatchback,117,Used,5.0,1.0,True,Audi,2018.0,1487,A3,10990.0,5.0,Manual,Birmingham
2833,SUV,147,Used,5.0,1.6,True,Hyundai,2018.0,18245,Tucson,13898.0,5.0,Manual,Birmingham
2834,Hatchback,110,Used,5.0,1.0,True,Ford,2018.0,8363,Fiesta,10500.0,5.0,Manual,Birmingham
