,body_type,co2Emissions,condition,doors,engine_size,isTradeSeller,make,manufactured_year,mileage,model,price,seats,transmission,location
0,Hatchback,101,Used,5.0,1.1,True,Ford,2018.0,21400,Fiesta,9300.0,5.0,Manual,Bristol
1,Coupe,163,Used,2.0,3.0,True,BMW,2018.0,28261,2 Series,21745.0,4.0,Automatic,Bristol
2,Hatchback,105,Used,5.0,0.9,False,Renault,2018.0,19981,Clio,8455.0,5.0,Manual,Bristol
3,SUV,161,Used,5.0,2.0,True,Alfa Romeo,2018.0,11204,Stelvio,27990.0,5.0,Automatic,Bristol
4,Hatchback,93,Used,5.0,1.0,True,Citroen,2018.0,13450,C1,7500.0,4.0,Manual,Bristol
5,SUV,105,Used,5.0,1.2,True,Vauxhall,2019.0,17869,Crossland X,10450.0,5.0,Manual,Bristol
6,Hatchback,117,Used,5.0,1.0,True,Vauxhall,2019.0,8932,Viva,6391.0,5.0,Manual,Bristol
7,SUV,169,Used,5.0,2.0,True,Volvo,2018.0,16819,XC60,25822.0,5.0,Automatic,Bristol
8,Estate,163,Used,5.0,1.5,True,Mercedes-Benz,2019.0,11708,C Class,24331.0,5.0,Automatic,Bristol
9,Hatchback,119,Used,5.0,1.4,True,Volkswagen,2018.0,22871,Golf,14690.0,5.0,Automatic,Bristol
10,SUV,125,Used,5.0,1.0,True,Hyundai,2018.0,10326,Kona,13995.0,5.0,Manual,Bristol
11,Hatchback,118,Used,5.0,1.4,True,Vauxhall,2018.0,49649,Corsa,7100.0,5.0,Manual,Bristol
12,Hatchback,109,Used,5.0,1.2,True,Peugeot,2018.0,1890,208,9795.0,5.0,Manual,Bristol
13,Coupe,140,Used,2.0,1.5,True,BMW,2018.0,5475,2 Series,16325.0,4.0,Manual,Bristol
14,SUV,157,Used,5.0,1.4,True,Vauxhall,2019.0,5507,Mokka X,14400.0,5.0,Automatic,Bristol
15,Hatchback,128,Used,3.0,1.4,True,Vauxhall,2019.0,5779,Corsa,7999.0,5.0,Manual,Bristol
16,Hatchback,117,Used,5.0,1.0,True,Vauxhall,2019.0,9517,Viva,6391.0,5.0,Manual,Bristol
17,SUV,125,Used,5.0,1.0,True,Hyundai,2018.0,9396,Kona,13495.0,5.0,Manual,Bristol
18,Hatchback,112,Used,3.0,1.0,True,Ford,2018.0,8516,Fiesta,13849.0,5.0,Manual,Bristol
19,Hatchback,185,Used,5.0,1.8,True,Renault,2019.0,8900,Megane,26500.0,5.0,Manual,Bristol
20,Hatchback,128,Used,3.0,1.2,True,Vauxhall,2019.0,5034,ADAM,9850.0,4.0,Manual,Bristol
21,Hatchback,123,Used,5.0,1.4,True,Vauxhall,2019.0,15616,Corsa,9800.0,5.0,Manual,Bristol
22,SUV,125,Used,5.0,1.0,True,Hyundai,2018.0,6933,Kona,14995.0,5.0,Manual,Bristol
23,Estate,127,Used,5.0,1.4,True,Vauxhall,2019.0,9956,Astra,11991.0,5.0,Manual,Bristol
24,Hatchback,104,Nearly New,5.0,1.0,True,Hyundai,2020.0,610,i10,11995.0,5.0,Manual,Bristol
25,SUV,129,Used,5.0,1.2,True,Nissan,2018.0,21320,Qashqai,13995.0,5.0,Automatic,Bristol
26,Estate,139,Used,5.0,2.0,True,Audi,2019.0,8778,A4 Avant,22990.0,5.0,Manual,Bristol
27,SUV,150,Used,5.0,2.0,True,Mazda,2018.0,25895,CX-5,18799.0,5.0,Automatic,Bristol
28,Hatchback,123,Used,5.0,1.4,True,Vauxhall,2019.0,15616,Corsa,9800.0,5.0,Manual,Bristol
29,Hatchback,108,Used,3.0,1.0,True,Ford,2018.0,9653,Fiesta,12000.0,5.0,Manual,Bristol
30,Hatchback,112,Used,3.0,1.0,True,Ford,2018.0,8516,Fiesta,13849.0,5.0,Manual,Bristol
31,Hatchback,116,Used,5.0,1.5,True,Toyota,2019.0,10995,Yaris,11295.0,5.0,Manual,Bristol
32,SUV,125,Used,5.0,1.0,True,Hyundai,2018.0,9396,Kona,13495.0,5.0,Manual,Bristol
33,SUV,117,Used,5.0,1.2,True,Peugeot,2018.0,7198,3008,16490.0,5.0,Manual,Bristol
34,Hatchback,104,Nearly New,5.0,1.0,True,Hyundai,2020.0,610,i10,11995.0,5.0,Manual,Bristol
35,SUV,129,Used,5.0,1.2,True,Nissan,2018.0,21320,Qashqai,13995.0,5.0,Automatic,Bristol
36,Estate,127,Used,5.0,1.4,True,Vauxhall,2019.0,9956,Astra,11991.0,5.0,Manual,Bristol
37,Coupe,277,Used,2.0,5.0,True,Ford,2019.0,13694,Mustang,34750.0,4.0,Manual,Bristol
38,Hatchback,117,Used,5.0,1.0,True,Dacia,2018.0,3500,Sandero,4795.0,5.0,Manual,Bristol
39,Hatchback,117,Nearly New,5.0,1.0,True,Vauxhall,2019.0,4523,Viva,6791.0,5.0,Manual,Bristol
40,SUV,125,Used,5.0,1.0,True,Hyundai,2018.0,9505,Kona,12995.0,5.0,Manual,Bristol
41,SUV,119,Used,5.0,1.0,True,SEAT,2018.0,12487,Ateca,11799.0,5.0,Manual,Bristol
42,MPV,141,Used,5.0,1.3,True,Mercedes-Benz,2019.0,6139,B Class,20990.0,5.0,Automatic,Bristol
43,SUV,126,Nearly New,5.0,1.0,True,Hyundai,2019.0,1990,Kona,15495.0,5.0,Manual,Bristol
44,Hatchback,113,Used,5.0,1.5,True,SEAT,2018.0,18098,Leon,13699.0,5.0,Manual,Bristol
45,SUV,155,Nearly New,5.0,1.4,False,Jeep,2019.0,8170,Compass,12000.0,5.0,Manual,Bristol
46,Hatchback,108,Used,3.0,1.0,True,Ford,2018.0,21912,Fiesta,11999.0,5.0,Manual,Bristol
47,Hatchback,150,Used,3.0,1.4,True,Vauxhall,2018.0,8003,Corsa,10991.0,5.0,Automatic,Bristol
48,Hatchback,117,Nearly New,5.0,1.0,True,Vauxhall,2019.0,9037,Viva,6791.0,5.0,Manual,Bristol
49,Hatchback,128,Nearly New,3.0,1.4,True,Vauxhall,2019.0,4936,Corsa,8491.0,5.0,Manual,Bristol
50,Saloon,131,Used,4.0,2.0,True,Volvo,2018.0,26301,S60,13499.0,5.0,Manual,Bristol
51,Hatchback,106,Used,5.0,1.25,True,Kia,2018.0,13690,Picanto,8999.0,5.0,Manual,Bristol
52,Hatchback,123,Used,5.0,1.4,True,Vauxhall,2019.0,14114,Corsa,9600.0,5.0,Manual,Bristol
53,Hatchback,113,Used,5.0,1.4,True,Audi,2018.0,6061,A1,16999.0,5.0,Automatic,Bristol
54,Hatchback,110,Used,3.0,1.2,False,Fiat,2018.0,20106,500,7280.0,4.0,Manual,Bristol
55,SUV,147,Used,5.0,1.6,True,Hyundai,2018.0,25295,Tucson,13995.0,5.0,Manual,Bristol
56,Hatchback,109,Used,5.0,1.3,True,Honda,2019.0,6968,Jazz,12499.0,5.0,Automatic,Bristol
57,Estate,135,Used,5.0,2.0,True,Volvo,2018.0,32960,V60,15499.0,5.0,Manual,Bristol
58,SUV,125,Used,5.0,1.2,True,Vauxhall,2019.0,11193,Crossland X,13591.0,5.0,Automatic,Bristol
59,Hatchback,128,Nearly New,3.0,1.2,True,Vauxhall,2019.0,2594,ADAM,9700.0,4.0,Manual,Bristol
60,Hatchback,101,Used,3.0,1.0,True,Volkswagen,2018.0,10800,up!,8500.0,4.0,Manual,Bristol
61,Coupe,283,Used,2.0,5.2,True,Audi,2018.0,12989,R8,77850.0,2.0,Automatic,Bristol
62,Hatchback,126,Nearly New,5.0,1.0,True,Hyundai,2019.0,1304,i30,16995.0,5.0,Manual,Bristol
63,Hatchback,136,Nearly New,5.0,1.5,True,Ford,2019.0,4898,Fiesta,17799.0,5.0,Manual,Bristol
64,Hatchback,123,Used,5.0,1.4,True,Vauxhall,2019.0,3387,Corsa,10291.0,5.0,Manual,Bristol
65,Coupe,167,Used,2.0,3.0,False,BMW,2018.0,4100,2 Series,24999.0,4.0,Automatic,Bristol
66,Hatchback,118,Nearly New,5.0,0.9,False,Nissan,2019.0,1000,Micra,11000.0,5.0,Manual,Bristol
67,Hatchback,109,Used,5.0,1.2,True,Peugeot,2018.0,1890,208,9795.0,5.0,Manual,Bristol
68,Hatchback,116,Used,5.0,1.5,True,SKODA,2018.0,16280,Octavia,14849.0,5.0,Automatic,Bristol
69,SUV,125,Used,5.0,1.2,True,Vauxhall,2019.0,11391,Crossland X,13591.0,5.0,Automatic,Bristol
70,Hatchback,117,Nearly New,5.0,1.0,True,Vauxhall,2019.0,5090,Viva,6791.0,5.0,Manual,Bristol
71,Convertible,200,Used,2.0,3.0,True,Mercedes-Benz,2018.0,4142,E Class,44990.0,4.0,Automatic,Bristol
72,Coupe,246,Used,2.0,4.0,True,Bentley,2018.0,9813,Continental,97895.0,4.0,Automatic,Bristol
73,Hatchback,123,Used,5.0,1.4,True,Vauxhall,2019.0,21097,Astra,11791.0,5.0,Manual,Bristol
74,Hatchback,117,Used,5.0,1.0,True,Hyundai,2018.0,15207,i10,7895.0,5.0,Manual,Bristol
75,SUV,120,Used,5.0,1.5,True,Volkswagen,2018.0,15042,T-Roc,17799.0,5.0,Manual,Bristol
76,Hatchback,153,Used,5.0,2.0,False,BMW,2018.0,23901,6 Series Gran Turismo,26500.0,5.0,Automatic,Bristol
77,SUV,150,Used,5.0,1.4,True,Vauxhall,2018.0,37668,Mokka X,11200.0,5.0,Manual,Bristol
78,Hatchback,117,Used,5.0,1.0,True,Vauxhall,2019.0,4907,Viva,7500.0,5.0,Manual,Bristol
79,Convertible,194,Used,2.0,3.0,True,Mercedes-Benz,2018.0,10000,C Class,32990.0,4.0,Automatic,Bristol
80,Hatchback,117,Used,5.0,1.0,True,Hyundai,2018.0,6570,i10,7025.0,5.0,Manual,Bristol
81,Hatchback,110,Used,5.0,1.4,True,Vauxhall,2018.0,9252,Corsa,10491.0,5.0,Automatic,Bristol
82,Hatchback,117,Nearly New,5.0,1.0,True,Vauxhall,2019.0,3516,Viva,6791.0,5.0,Manual,Bristol
83,Hatchback,117,Nearly New,5.0,1.0,True,Vauxhall,2019.0,5568,Viva,6791.0,5.0,Manual,Bristol
84,Hatchback,117,Nearly New,5.0,1.0,True,Vauxhall,2019.0,3445,Viva,6791.0,5.0,Manual,Bristol
85,SUV,122,Used,5.0,1.5,True,Honda,2018.0,12410,HR-V,18200.0,5.0,Automatic,Bristol
86,Coupe,185,Used,2.0,3.0,False,BMW,2018.0,11000,M2,32995.0,4.0,Automatic,Bristol
87,Hatchback,117,Used,5.0,1.0,True,Vauxhall,2019.0,6119,Viva,6791.0,5.0,Manual,Bristol
88,Hatchback,117,Used,5.0,1.0,True,Hyundai,2018.0,15885,i10,6675.0,5.0,Manual,Bristol
89,Hatchback,117,Used,5.0,1.0,True,Hyundai,2018.0,7356,i10,6988.0,5.0,Manual,Bristol
90,Hatchback,117,Nearly New,5.0,1.0,True,Vauxhall,2019.0,5111,Viva,6791.0,5.0,Manual,Bristol
91,Hatchback,117,Used,5.0,1.0,True,Hyundai,2018.0,6354,i10,6825.0,5.0,Manual,Bristol
92,Hatchback,128,Nearly New,3.0,1.2,True,Vauxhall,2019.0,2569,ADAM,10400.0,4.0,Manual,Bristol
93,Hatchback,93,Used,5.0,1.0,True,Toyota,2018.0,23072,AYGO,8295.0,4.0,Manual,Bristol
94,Hatchback,117,Used,5.0,1.0,True,Hyundai,2018.0,15207,i10,7895.0,5.0,Manual,Bristol
95,Hatchback,93,Used,5.0,1.0,True,Toyota,2018.0,11927,AYGO,7399.0,4.0,Manual,Bristol
96,Hatchback,131,Used,3.0,1.4,True,Vauxhall,2018.0,8144,Corsa,7991.0,5.0,Manual,Bristol
97,Coupe,278,Nearly New,2.0,6.0,True,Bentley,2020.0,1111,Continental,169895.0,4.0,Automatic,Bristol
98,SUV,260,Nearly New,5.0,4.0,True,Bentley,2020.0,4650,Bentayga,154895.0,5.0,Automatic,Bristol
99,Hatchback,124,Used,3.0,1.4,True,Vauxhall,2019.0,4241,Corsa,8800.0,5.0,Manual,Bristol
100,Hatchback,117,Nearly New,5.0,1.0,True,Vauxhall,2019.0,4958,Viva,6791.0,5.0,Manual,Bristol
101,SUV,207,Used,5.0,3.0,True,Porsche,2019.0,11093,Cayenne,65000.0,5.0,Automatic,Bristol
102,Hatchback,110,Used,5.0,1.4,True,Vauxhall,2018.0,17006,Corsa,9749.0,5.0,Automatic,Bristol
103,Saloon,117,Used,4.0,1.5,True,Audi,2018.0,27000,A3,19000.0,5.0,Manual,Bristol
104,SUV,125,Used,5.0,1.0,True,Hyundai,2018.0,6933,Kona,14995.0,5.0,Manual,Bristol
105,Hatchback,128,Used,5.0,1.4,True,Vauxhall,2019.0,16695,Corsa,8791.0,5.0,Manual,Bristol
106,Hatchback,124,Used,3.0,1.4,True,Vauxhall,2019.0,10867,Corsa,8491.0,5.0,Manual,Bristol
107,Hatchback,118,Used,5.0,1.4,True,Vauxhall,2018.0,21000,Corsa,8391.0,5.0,Manual,Bristol
108,Coupe,265,Used,2.0,4.0,True,Aston Martin,2018.0,7774,DB11,98850.0,4.0,Automatic,Bristol
109,Hatchback,93,Used,5.0,1.0,True,Toyota,2018.0,23072,AYGO,8295.0,4.0,Manual,Bristol
110,SUV,125,Used,5.0,1.0,True,Hyundai,2018.0,6933,Kona,14995.0,5.0,Manual,Bristol
111,Hatchback,131,Used,3.0,1.4,True,Vauxhall,2018.0,9859,Corsa,8600.0,5.0,Manual,Bristol
112,Hatchback,128,Used,5.0,1.4,True,Vauxhall,2019.0,10008,Corsa,8750.0,5.0,Manual,Bristol
113,Hatchback,131,Used,5.0,1.4,True,Vauxhall,2018.0,7010,Corsa,9000.0,5.0,Manual,Bristol
114,Hatchback,124,Used,3.0,1.4,True,Vauxhall,2019.0,8222,Corsa,8700.0,5.0,Manual,Bristol
115,Hatchback,93,Used,5.0,1.0,True,Toyota,2018.0,8823,AYGO,8999.0,4.0,Manual,Bristol
116,Hatchback,120,Used,5.0,1.4,True,Vauxhall,2018.0,11222,Corsa,8999.0,5.0,Manual,Bristol
117,Hatchback,120,Used,5.0,1.25,True,Kia,2019.0,16687,Picanto,9499.0,5.0,Manual,Bristol
118,Hatchback,128,Nearly New,3.0,1.4,True,Vauxhall,2019.0,1461,Corsa,9300.0,5.0,Manual,Bristol
119,Hatchback,128,Used,3.0,1.2,True,Vauxhall,2018.0,6844,ADAM,9299.0,4.0,Manual,Bristol
120,Hatchback,123,Nearly New,5.0,1.4,True,Vauxhall,2019.0,4355,Corsa,9750.0,5.0,Manual,Bristol
122,Hatchback,105,Used,5.0,0.9,True,Renault,2018.0,20894,Clio,9400.0,5.0,Manual,Bristol
123,Hatchback,116,Used,5.0,1.5,True,Toyota,2019.0,10995,Yaris,11295.0,5.0,Manual,Bristol
124,Hatchback,96,Used,5.0,1.0,True,SKODA,2018.0,833,Citigo,9499.0,4.0,Manual,Bristol
125,Hatchback,109,Used,5.0,1.2,True,Peugeot,2018.0,1890,208,9795.0,5.0,Manual,Bristol
126,Coupe,278,Used,2.0,6.0,True,Bentley,2018.0,9201,Continental,144895.0,4.0,Automatic,Bristol
127,Hatchback,107,Used,5.0,1.0,True,Vauxhall,2018.0,14272,Astra,10291.0,5.0,Manual,Bristol
128,Hatchback,123,Nearly New,5.0,1.4,True,Vauxhall,2019.0,4362,Corsa,10291.0,5.0,Manual,Bristol
129,Hatchback,128,Nearly New,5.0,1.4,True,Vauxhall,2019.0,1380,Corsa,9995.0,5.0,Manual,Bristol
130,Hatchback,123,Nearly New,5.0,1.4,True,Vauxhall,2019.0,2566,Corsa,10400.0,5.0,Manual,Bristol
131,Hatchback,128,Nearly New,5.0,1.4,True,Vauxhall,2019.0,1825,Corsa,9995.0,5.0,Manual,Bristol
132,Hatchback,123,Nearly New,5.0,1.4,True,Vauxhall,2019.0,3204,Corsa,9991.0,5.0,Manual,Bristol
133,SUV,260,Nearly New,5.0,4.0,True,Bentley,2020.0,10,Bentayga,164895.0,5.0,Automatic,Bristol
134,Hatchback,117,Used,5.0,1.0,True,Hyundai,2018.0,15207,i10,7895.0,5.0,Manual,Bristol
135,Hatchback,128,Used,5.0,1.4,True,Vauxhall,2019.0,2610,Corsa,9995.0,5.0,Manual,Bristol
136,Hatchback,128,Nearly New,5.0,1.4,True,Vauxhall,2019.0,4366,Corsa,9995.0,5.0,Manual,Bristol
137,Hatchback,128,Nearly New,5.0,1.4,True,Vauxhall,2019.0,3749,Corsa,10300.0,5.0,Manual,Bristol
138,Hatchback,123,Nearly New,5.0,1.4,True,Vauxhall,2019.0,3488,Corsa,10590.0,5.0,Manual,Bristol
139,Hatchback,123,Nearly New,5.0,1.4,True,Vauxhall,2019.0,2088,Corsa,10600.0,5.0,Manual,Bristol
140,Hatchback,128,Used,5.0,1.4,True,Vauxhall,2019.0,2342,Corsa,10500.0,5.0,Manual,Bristol
141,Hatchback,123,Nearly New,5.0,1.4,True,Vauxhall,2019.0,3615,Corsa,10295.0,5.0,Manual,Bristol
142,Hatchback,132,Used,5.0,1.0,True,SEAT,2018.0,12677,Ibiza,10549.0,5.0,Manual,Bristol
143,Hatchback,123,Nearly New,5.0,1.4,True,Vauxhall,2019.0,3145,Corsa,10590.0,5.0,Manual,Bristol
144,Hatchback,99,Used,3.0,0.9,True,Alfa Romeo,2018.0,20733,MiTo,10499.0,4.0,Manual,Bristol
145,Hatchback,128,Used,5.0,1.4,True,Vauxhall,2019.0,3194,Corsa,10295.0,5.0,Manual,Bristol
146,SUV,125,Used,5.0,1.0,True,Hyundai,2018.0,9505,Kona,12995.0,5.0,Manual,Bristol
147,Hatchback,123,Nearly New,5.0,1.4,True,Vauxhall,2019.0,2261,Corsa,10590.0,5.0,Manual,Bristol
148,Coupe,278,Used,2.0,6.0,True,Bentley,2019.0,3813,Continental,144395.0,4.0,Automatic,Bristol
149,Coupe,260,Used,2.0,3.9,True,Ferrari,2018.0,3569,488,167850.0,2.0,Automatic,Bristol
150,SUV,125,Used,5.0,0.9,True,Renault,2018.0,10507,Captur,11000.0,5.0,Manual,Bristol
151,Hatchback,127,Used,5.0,1.4,True,Vauxhall,2018.0,15387,Astra,11000.0,5.0,Manual,Bristol
152,SUV,125,Used,5.0,1.0,True,Hyundai,2018.0,9505,Kona,12995.0,5.0,Manual,Bristol
153,Hatchback,123,Nearly New,5.0,1.4,True,Vauxhall,2019.0,3553,Corsa,10800.0,5.0,Manual,Bristol
154,Hatchback,116,Used,5.0,1.5,True,Toyota,2019.0,10995,Yaris,11295.0,5.0,Manual,Bristol
155,Hatchback,123,Nearly New,5.0,1.4,True,Vauxhall,2019.0,3549,Corsa,10800.0,5.0,Manual,Bristol
156,SUV,114,Used,5.0,1.2,True,Peugeot,2018.0,6108,2008,10849.0,5.0,Manual,Bristol
157,Hatchback,123,Nearly New,5.0,1.4,True,Vauxhall,2019.0,4434,Corsa,10590.0,5.0,Manual,Bristol
158,Hatchback,123,Nearly New,5.0,1.4,True,Vauxhall,2019.0,4107,Corsa,10800.0,5.0,Manual,Bristol
159,Hatchback,123,Nearly New,5.0,1.4,True,Vauxhall,2019.0,3445,Corsa,10590.0,5.0,Manual,Bristol
160,Hatchback,119,Used,5.0,1.3,True,Honda,2018.0,23462,Jazz,11699.0,5.0,Manual,Bristol
161,Hatchback,110,Used,5.0,1.0,True,Vauxhall,2019.0,15645,Astra,11991.0,5.0,Manual,Bristol
162,SUV,139,Used,5.0,1.5,True,MG,2018.0,3100,GS,11999.0,5.0,Manual,Bristol
163,Hatchback,112,Used,5.0,1.5,True,Toyota,2019.0,679,Yaris,13495.0,5.0,Automatic,Bristol
164,SUV,147,Used,5.0,1.4,True,Vauxhall,2019.0,18111,Mokka X,11900.0,5.0,Manual,Bristol
165,SUV,150,Used,5.0,1.4,True,Vauxhall,2018.0,15108,Mokka X,12000.0,5.0,Manual,Bristol
166,Hatchback,105,Used,5.0,1.0,True,Ford,2018.0,14174,Focus,10999.0,5.0,Manual,Bristol
167,Hatchback,109,Used,5.0,1.2,True,Volkswagen,2018.0,11937,Polo,11999.0,5.0,Manual,Bristol
168,SUV,116,Used,5.0,1.2,True,Vauxhall,2019.0,22305,Crossland X,11800.0,5.0,Manual,Bristol
169,Hatchback,113,Used,5.0,1.0,True,Ford,2018.0,30200,Fiesta,11900.0,5.0,Manual,Bristol
170,Hatchback,110,Used,5.0,1.0,True,Honda,2018.0,23330,Civic,11999.0,5.0,Manual,Bristol
171,Hatchback,117,Used,5.0,1.0,True,Hyundai,2018.0,15207,i10,7895.0,5.0,Manual,Bristol
172,Saloon,337,Nearly New,4.0,6.0,True,Bentley,2020.0,2920,Flying Spur,199895.0,5.0,Automatic,Bristol
173,Coupe,249,Used,2.0,3.8,True,McLaren,2018.0,4320,570GT,105850.0,2.0,Automatic,Bristol
174,SUV,125,Used,5.0,1.0,True,Hyundai,2018.0,9505,Kona,12995.0,5.0,Manual,Bristol
175,Hatchback,112,Used,5.0,1.0,True,Ford,2018.0,21264,Focus,12400.0,5.0,Manual,Bristol
176,SUV,147,Used,5.0,1.4,True,Vauxhall,2019.0,20531,Mokka X,12800.0,5.0,Manual,Bristol
177,Hatchback,115,Used,5.0,1.0,True,Kia,2018.0,13200,Ceed,13000.0,5.0,Manual,Bristol
178,Convertible,249,Nearly New,2.0,4.0,True,McLaren,2019.0,876,720S,219850.0,2.0,Automatic,Bristol
179,Hatchback,118,Nearly New,5.0,1.2,True,Hyundai,2020.0,1001,i20,12995.0,5.0,Manual,Bristol
180,SUV,147,Used,5.0,1.4,True,Vauxhall,2019.0,20376,Mokka X,12492.0,5.0,Manual,Bristol
181,SUV,117,Used,5.0,1.2,True,Vauxhall,2018.0,3614,Crossland X,12891.0,5.0,Manual,Bristol
182,SUV,147,Used,5.0,1.4,True,Vauxhall,2019.0,14289,Mokka X,13200.0,5.0,Manual,Bristol
183,MPV,159,Used,5.0,1.6,True,Kia,2019.0,5062,Venga,13299.0,5.0,Automatic,Bristol
184,SUV,146,Nearly New,5.0,1.0,True,Hyundai,2019.0,1001,Kona,13699.0,5.0,Manual,Bristol
185,Hatchback,151,Used,5.0,1.6,True,Vauxhall,2018.0,7556,Astra,13400.0,5.0,Manual,Bristol
186,Hatchback,129,Used,5.0,1.5,True,Vauxhall,2018.0,15452,Insignia,13500.0,5.0,Manual,Bristol
187,Coupe,278,Used,2.0,6.0,True,Bentley,2018.0,12020,Continental,147895.0,4.0,Automatic,Bristol
188,SUV,147,Used,5.0,1.4,True,Vauxhall,2018.0,6506,Mokka X,13200.0,5.0,Manual,Bristol
189,SUV,147,Used,5.0,1.6,True,Hyundai,2018.0,25295,Tucson,13995.0,5.0,Manual,Bristol
190,Hatchback,93,Used,5.0,1.0,True,Toyota,2018.0,23072,AYGO,8295.0,4.0,Manual,Bristol
191,SUV,150,Nearly New,5.0,1.4,True,Vauxhall,2019.0,9586,Mokka X,13850.0,5.0,Manual,Bristol
192,Hatchback,112,Used,5.0,1.5,True,Toyota,2019.0,679,Yaris,13495.0,5.0,Automatic,Bristol
193,SUV,147,Used,5.0,1.4,True,Vauxhall,2019.0,17480,Mokka X,13791.0,5.0,Manual,Bristol
194,SUV,150,Used,5.0,1.4,True,Vauxhall,2019.0,10270,Mokka X,14395.0,5.0,Manual,Bristol
195,Convertible,320,Used,2.0,5.2,True,Lamborghini,2018.0,2950,Huracan,194849.0,2.0,Automatic,Bristol
196,SUV,150,Used,5.0,1.4,True,Vauxhall,2018.0,10749,Mokka X,13850.0,5.0,Manual,Bristol
197,Convertible,338,Nearly New,2.0,5.2,True,Lamborghini,2020.0,385,Huracan,255849.0,2.0,Automatic,Bristol
198,SUV,125,Used,5.0,1.0,True,Hyundai,2018.0,6933,Kona,14995.0,5.0,Manual,Bristol
199,Coupe,245,Nearly New,2.0,4.0,True,McLaren,2019.0,1279,GT,169850.0,2.0,Automatic,Bristol
200,SUV,162,Used,5.0,1.4,True,Vauxhall,2018.0,3670,Mokka X,13750.0,5.0,Automatic,Bristol
201,SUV,162,Used,5.0,1.6,True,Hyundai,2018.0,21950,Tucson,13999.0,5.0,Manual,Bristol
202,Hatchback,93,Used,5.0,1.0,True,Toyota,2018.0,23072,AYGO,8295.0,4.0,Manual,Bristol
203,Convertible,266,Nearly New,2.0,3.8,True,McLaren,2019.0,1069,600LT,189850.0,2.0,Automatic,Bristol
204,SUV,121,Nearly New,5.0,1.2,True,Vauxhall,2019.0,2392,Grandland X,19500.0,5.0,Manual,Bristol
205,Coupe,249,Used,2.0,3.8,True,McLaren,2018.0,9050,570GT,105850.0,2.0,Automatic,Bristol
206,SUV,121,Nearly New,5.0,1.2,True,Vauxhall,2019.0,5695,Grandland X,16800.0,5.0,Manual,Bristol
207,Hatchback,139,Used,5.0,1.6,True,Peugeot,2018.0,14458,308,16499.0,5.0,Manual,Bristol
209,SUV,121,Used,5.0,1.2,True,Vauxhall,2019.0,15357,Grandland X,16300.0,5.0,Manual,Bristol
210,Convertible,276,Nearly New,2.0,4.0,True,McLaren,2020.0,778,720S,209850.0,2.0,Automatic,Bristol
211,Hatchback,136,Nearly New,5.0,1.0,True,Kia,2019.0,2485,Ceed,16995.0,5.0,Manual,Bristol
212,Hatchback,117,Used,5.0,1.0,True,Hyundai,2018.0,15207,i10,7895.0,5.0,Manual,Bristol
213,Convertible,276,Used,2.0,3.8,True,McLaren,2019.0,4489,570S,119850.0,2.0,Automatic,Bristol
214,SUV,121,Used,5.0,1.2,True,Vauxhall,2019.0,9165,Grandland X,16291.0,5.0,Manual,Bristol
215,Hatchback,112,Used,5.0,1.5,True,Toyota,2019.0,679,Yaris,13495.0,5.0,Automatic,Bristol
216,SUV,265,Nearly New,5.0,4.0,True,Bentley,2019.0,7123,Bentayga,147895.0,5.0,Automatic,Bristol
217,SUV,302,Used,5.0,4.0,True,Bentley,2019.0,1903,Bentayga,132895.0,5.0,Automatic,Bristol
218,Coupe,278,Used,2.0,6.0,True,Bentley,2019.0,5370,Continental,147895.0,4.0,Automatic,Bristol
219,SUV,175,Used,3.0,1.8,True,Toyota,2020.0,119000,RAV4,1995.0,5.0,Manual,Bristol
220,Hatchback,130,Nearly New,5.0,1.0,True,Dacia,2020.0,7,Sandero,7390.0,5.0,Manual,Bristol
221,Convertible,317,Nearly New,2.0,6.0,True,Bentley,2019.0,1710,Continental,179795.0,4.0,Automatic,Bristol
222,SUV,159,Used,5.0,2.0,True,Audi,2018.0,40000,Q5,27650.0,5.0,Automatic,Bristol
223,Hatchback,164,Used,5.0,2.0,True,Volkswagen,2019.0,15500,Golf,27000.0,5.0,Automatic,Bristol
224,Hatchback,163,Used,5.0,2.0,True,Volkswagen,2018.0,23000,Golf,24990.0,5.0,Automatic,Bristol
225,Coupe,249,Used,2.0,4.0,True,McLaren,2018.0,2112,720S,159850.0,2.0,Automatic,Bristol
226,Hatchback,108,Used,5.0,1.0,True,Ford,2018.0,66407,Focus,8878.0,5.0,Manual,Bristol
227,Hatchback,117,Used,5.0,1.0,True,Dacia,2018.0,3500,Sandero,4795.0,5.0,Manual,Bristol
228,SUV,166,Used,5.0,1.0,True,MG,2018.0,3300,MG ZS,11985.0,5.0,Automatic,Bristol
229,Hatchback,130,Nearly New,5.0,1.0,True,Dacia,2020.0,1,Sandero,7800.0,5.0,Manual,Bristol
230,Hatchback,128,Used,3.0,1.2,True,Vauxhall,2018.0,19038,ADAM,6895.0,4.0,Manual,Bristol
231,Hatchback,93,Used,5.0,1.0,True,Peugeot,2019.0,3577,108,7990.0,4.0,Manual,Bristol
233,Hatchback,120,Used,5.0,1.2,True,Renault,2018.0,16279,Clio,11500.0,5.0,Automatic,Bristol
234,SUV,147,Used,5.0,1.6,True,Hyundai,2018.0,25295,Tucson,13995.0,5.0,Manual,Bristol
235,Hatchback,114,Nearly New,5.0,1.0,True,Toyota,2020.0,2500,AYGO,10295.0,4.0,Manual,Bristol
